statement_id,row_no,date,description_pdf,description_sa,amount,balance,category,is_spend,source
STMT010,1,2026-04-01,DEBIT ORDER ALABAMAPOWERRW,alabamapowerrw,-2425.57,19968.29,Utilities,True,test_split
STMT010,2,2026-04-01,CARD PURCHASE AMPATH LAB ROSEBANK 7807*3160,ampath lab rosebank,-1331.69,18636.6,Health,True,test_split
STMT010,3,2026-04-02,POS PURCHASE ASTRON ENERGY GURU LOMBARD ST PORTLAND ORUS BLOEMFONTEIN 02 APR,astron energy guru lombard st portland orus bloemfontein,-1510.13,17126.47,Transport,True,test_split
STMT010,4,2026-04-03,POS PURCHASE MESA,mesa,-165.87,16960.6,Groceries,True,test_split
STMT010,5,2026-04-03,DEBIT ORDER MEDIRITE PHARMACY MEMBERSHIP 7555*9090,medirite pharmacy membership,-57.74,16902.86,Health,True,test_split
STMT010,6,2026-04-04,POS PURCHASE CHK PURCH SIG SASOL BUDDYS JACKSON 9526*3935,chk purch sig sasol buddys jackson,-779.83,16123.03,Transport,True,test_split
STMT010,7,2026-04-05,POS PURCHASE ASTRON ENERGY 9996*3829,astron energy,-832.24,15290.79,Transport,True,test_split
STMT010,8,2026-04-07,INTERNET PMT TO CITY TSHWANE ELECTRICITY CENTURION,city tshwane electricity centurion,-2508.05,12782.74,Utilities,True,test_split
STMT010,9,2026-04-08,POS PURCHASE NANDOS 2772*3764,nandos,-25.9,12756.84,Entertainment,True,test_split
STMT010,10,2026-04-08,CARD PURCHASE WAL SHOPRITE SUPER CAPE TOWN 08 APR,wal shoprite super cape town,-829.49,11927.35,Groceries,True,test_split
STMT010,11,2026-04-08,FOOD LION DURHAM 08 APR,food lion durham,-90.5,11836.85,Groceries,True,test_split
STMT010,12,2026-04-09,ACME PHILADELPHIA PADATE 1382*5162,acme philadelphia padate,-530.19,11306.66,Groceries,True,test_split
STMT010,13,2026-04-10,POS PURCHASE SAVE LOT 4759*4369 10 APR,save lot,-404.96,10901.7,Groceries,True,test_split
