statement_id,row_no,date,description_pdf,description_sa,amount,balance,category,is_spend,source
STMT012,1,2026-06-01,POS PURCHASE FOOD,food,-1429.72,13924.76,Groceries,True,test_split
STMT012,2,2026-06-02,CARD PURCHASE PIQUA KWIKSPAR JOHANNESBURG 02 JUN,piqua kwikspar johannesburg,-155.37,13769.39,Groceries,True,test_split
STMT012,3,2026-06-05,SHELL INSIDE JOHANNESBURG,shell inside johannesburg,-528.21,13241.18,Transport,True,test_split
STMT012,4,2026-06-05,MONTHLY MAINTENANCE FEE 7651*7680 05 JUN,monthly maintenance fee,-284.13,12957.05,Other Services,True,test_split
STMT012,5,2026-06-06,POS PURCHASE CHECKERS HYPER SUP RANDBURG,checkers hyper sup randburg,-185.05,12772.0,Groceries,True,test_split
STMT012,6,2026-06-06,ENGEN LAKE 06 JUN,engen lake,-377.08,12394.92,Transport,True,test_split
STMT012,7,2026-06-07,EFT PAYMENT COS UTILITIES EZPA SANDTON,cos utilities ezpa sandton,-1633.47,10761.45,Utilities,True,test_split
STMT012,8,2026-06-07,CARD PURCHASE TOTALENERGIES BUEN LAKE BUENA VI,totalenergies buen lake buena vi,-710.54,10050.91,Transport,True,test_split
STMT012,9,2026-06-07,INTERNET PMT TO GRID,grid,-234.22,9816.69,Utilities,True,test_split
STMT012,10,2026-06-07,POS PURCHASE ROMANS PIZZA DEER PARK 4568*6088,romans pizza deer park,-116.5,9700.19,Entertainment,True,test_split
STMT012,11,2026-06-08,MEDIRITE PHARMACY MEMBERSHIP BLOEMFONTEIN,medirite pharmacy membership bloemfontein,-50.0,9650.19,Health,True,test_split
STMT012,12,2026-06-08,CARD PURCHASE DURBAN LIFE INS PREM,durban life ins prem,-351.85,9298.34,Other Services,True,test_split
STMT012,13,2026-06-09,GOLDEN CHICK 1741*8498,golden chick,-100.44,9197.9,Entertainment,True,test_split
STMT012,14,2026-06-09,POS PURCHASE NORTHSIDE MARKET 3361*8855,northside market,-369.47,8828.43,Groceries,True,test_split
STMT012,15,2026-06-09,CARD PURCHASE OAK PARK CONVENIENCE PLEASANT HILL,oak park convenience pleasant hill,-1415.76,7412.67,Transport,True,test_split
STMT012,16,2026-06-11,CARD PURCHASE KOHLS 11 JUN,kohls,-200.88,7211.79,Other Services,True,test_split
STMT012,17,2026-06-13,POS PURCHASE ASTRON ENERGY HUNTINGDON HATFIELD 7780*1916,astron energy huntingdon hatfield,-308.1,6903.69,Transport,True,test_split
STMT012,18,2026-06-13,CARD PURCHASE ASTRON ENERGY TOCK CAPE TOWN,astron energy tock cape town,-1450.94,5452.75,Transport,True,test_split
STMT012,19,2026-06-13,POS PURCHASE KRISPY KREME,krispy kreme,-91.8,5360.95,Entertainment,True,test_split
STMT012,20,2026-06-14,CARD PURCHASE RAISING CANES BEAUMONT 6088*7863,raising canes beaumont,-149.48,5211.47,Entertainment,True,test_split
