statement_id,row_no,date,description_pdf,description_sa,amount,balance,category,is_spend,source
STMT008,1,2026-07-01,STEERS TON RANDBURG,steers ton randburg,-71.45,14327.91,Entertainment,True,test_split
STMT008,2,2026-07-03,DEBIT ORDER EGOLI GAS BLOEMFONTEIN 6283*1005,egoli gas bloemfontein,-418.0,13909.91,Utilities,True,test_split
STMT008,3,2026-07-03,SEATTLE COFFEE PUTMAN DATE,seattle coffee putman date,-77.11,13832.8,Entertainment,True,test_split
STMT008,4,2026-07-03,POS PURCHASE VIDA CAFFE 5750*8444,vida caffe,-55.61,13777.19,Entertainment,True,test_split
STMT008,5,2026-07-04,CARD PURCHASE STASH SUBSCRIPTION JOHANNESBURG NYUS 04 JUL,stash subscription johannesburg nyus,-46.62,13730.57,Entertainment,True,test_split
STMT008,6,2026-07-05,POS PURCHASE STARS CHERRY HILL 4423*1641,stars cherry hill,-276.23,13454.34,Entertainment,True,test_split
STMT008,7,2026-07-05,EFT PAYMENT SCHOOL FEES DEPT EDUC 9447*4957,school fees dept educ,-3599.29,9855.05,Education,True,test_split
STMT008,8,2026-07-05,MAGTAPE DEBIT SCHOOL FEES DEPT EDUC DURBAN,school fees dept educ durban,-1725.75,8129.3,Education,True,test_split
STMT008,9,2026-07-06,EFT PAYMENT VIRGIN ACTIVE DURBAN,virgin active durban,-320.12,7809.18,Health,True,test_split
STMT008,10,2026-07-08,POS PURCHASE CHECKERS SOWETO,checkers soweto,-664.89,7144.29,Groceries,True,test_split
STMT008,11,2026-07-09,POS PURCHASE CHECKERS 09 JUL,checkers,-719.47,6424.82,Groceries,True,test_split
STMT008,12,2026-07-10,POS PURCHASE SEATTLE COFFEE,seattle coffee,-130.99,6293.83,Entertainment,True,test_split
STMT008,13,2026-07-11,CARD PURCHASE MLGW POLOKWANE 9712*9658,mlgw polokwane,-332.62,5961.21,Utilities,True,test_split
STMT008,14,2026-07-11,SPAR,spar,-530.84,5430.37,Groceries,True,test_split
STMT008,15,2026-07-11,POS PURCHASE STEAMGAMES COM,steamgames com,-146.73,5283.64,Other Services,True,test_split
STMT008,16,2026-07-12,POS PURCHASE INTL FEE STARBUCKSKOREA SEOUL KR,intl fee starbuckskorea seoul kr,-20.38,5263.26,Entertainment,True,test_split
